"","titulo","autor","precio","enlace","id_libro","editorial","paginas","anio","precio_pag"
"615","EMPRESAS Y PERSONAS","QUINTANILLA PARDO, ISMAEL","16689.00","https://cuspide.com/producto/empresas-y-personas/",615,"DIAZ DE SANTOS
","272
","01/01/2003
",61.3566176470588
"616","DIRIGE","BAGUER ALCALA, ANGEL; DE ZARRA...","20688.00","https://cuspide.com/producto/dirige/",616,"DIAZ DE SANTOS
","428
","01/01/2002
",48.3364485981308
"617","TRATAMIENTO DE DATOS CON R  STADISTICA Y SPSS","GUISANDE GONZALEZ, CASTOR; BAR...","93000.00","https://cuspide.com/producto/tratamiento-de-datos-con-r-stadistica-y-spss/",617,"DIAZ DE SANTOS
","996
","01/01/2011
",93.3734939759036
"618","UN TIMON EN LA TORMENTA","BAGUER ALCALA, ANGEL","15480.00","https://cuspide.com/producto/un-timon-en-la-tormenta/",618,"DIAZ DE SANTOS
","320
","01/01/2001
",48.375
"619","CADENA CRITICA","GOLDRATT, ELIYAHU M.","15480.00","https://cuspide.com/producto/cadena-critica-2/",619,"DIAZ DE SANTOS
","304
","01/01/2001
",50.9210526315789
"620","EL EXITO SOSTENIBLE A TRAVES DEL ERROR","LOPEZ, ANTONIO","16689.00","https://cuspide.com/producto/el-exito-sostenible-a-traves-del-error/",620,"DIAZ DE SANTOS
","288
","01/01/2010
",57.9479166666667
"621","COACHING PARA EMPRENDER","CAJINA, GREGORY","28098.00","https://cuspide.com/producto/coaching-para-emprender/",621,"DIAZ DE SANTOS
","176
","01/01/2010
",159.647727272727
"622","RETANDO AL FUTURO","VAZQUEZ, ALFONSO","15480.00","https://cuspide.com/producto/retando-al-futuro/",622,"DIAZ DE SANTOS
","264
","01/01/2001
",58.6363636363636
"623","NUESTRO VIAJE A LA CALIDAD","INTXAUSTI, KIKE; ELOLA, JOSE M...","15480.00","https://cuspide.com/producto/nuestro-viaje-a-la-calidad/",623,"DIAZ DE SANTOS
","254
","01/01/2000
",60.9448818897638
"624","LOS SEÑORES DE LA GUERRA","VASCONCELLOS, JORGE A.","18852.00","https://cuspide.com/producto/los-senores-de-la-guerra/",624,"DIAZ DE SANTOS
","268
","01/01/2001
",70.3432835820896
"625","CREACION DE VALOR PARA EL ACCIONISTA","MILLA GUTIERREZ, ARTEMIO","26019.00","https://cuspide.com/producto/creacion-de-valor-para-el-accionista/",625,"DIAZ DE SANTOS
","348
","01/01/2010
",74.7672413793103
"626","CREANDO VALOR … A TRAVES DE LAS PERSONAS","JIMENEZ, ALFONSO","21513.00","https://cuspide.com/producto/creando-valor-a-traves-de-las-personas/",626,"DIAZ DE SANTOS
","500
","01/01/2000
",43.026
"627","PRESENTACIONES EN PUBLICO","GARCIA-CLAIRAC, SANTIAGO","15480.00","https://cuspide.com/producto/presentaciones-en-publico/",627,"DIAZ DE SANTOS
","107
","01/01/2000
",144.672897196262
"628","AUDITORIAS INTERNAS DE LA CALIDAD","VILA ESPESO, MIGUEL ANGEL; ESC...","15480.00","https://cuspide.com/producto/auditorias-internas-de-la-calidad/",628,"DIAZ DE SANTOS
","98
","01/01/2000
",157.959183673469
"629","DIFERENCIACION EN MARKETING","GONZALEZ LOPEZ, LUIS","15480.00","https://cuspide.com/producto/diferenciacion-en-marketing/",629,"DIAZ DE SANTOS
","214
","01/01/1999
",72.3364485981308
"630","DIRECCION DE PERSONAS","BAGUER ALCALA, ANGEL","31068.00","https://cuspide.com/producto/direccion-de-personas/",630,"DIAZ DE SANTOS
","384
","01/01/2009
",80.90625
"631","LA DISCIPLINA DE LA INNOVACION","ARBONIES, ANGEL L.","19212.00","https://cuspide.com/producto/la-disciplina-de-la-innovacion/",631,"DIAZ DE SANTOS
","240
","01/01/2009
",80.05
"632","COMO EVALUAR UN PROYECTO EMPRESARIAL","MEDINA HERNANDEZ, URBANO; CORR...","31767.00","https://cuspide.com/producto/como-evaluar-un-proyecto-empresarial/",632,"DIAZ DE SANTOS
","352
","01/01/2009
",90.2471590909091
"633","MANUAL DEL CONSULTOR DE DIRECCION","FERNANDEZ ROMERO, ANDRES","40335.00","https://cuspide.com/producto/manual-del-consultor-de-direccion/",633,"DIAZ DE SANTOS
","358
","01/01/2008
",112.667597765363
"634","COMO TRATAR CON CLIENTES DIFICILES","ANDERSON, DAVE","19212.00","https://cuspide.com/producto/como-tratar-con-clientes-dificiles/",634,"DIAZ DE SANTOS
","176
","01/01/2008
",109.159090909091
"635","MANAGEMENT EN EL TERCER MILENIO","MUOZ LOPEZ, A.","15480.00","https://cuspide.com/producto/management-en-el-tercer-milenio/",635,"DIAZ DE SANTOS
","184
","01/01/1997
",84.1304347826087
"636","CARTAS A UN PROFESIONAL DE LA EMPRESA","CARDONA, JOSE MARIA; CARDONA, ...","15480.00","https://cuspide.com/producto/cartas-a-un-profesional-de-la-empresa/",636,"DIAZ DE SANTOS
","280
","01/01/2008
",55.2857142857143
"637","SALIR DEL FONDO","MERCATANTE, ESTEBAN","16000.00","https://cuspide.com/producto/salir-del-fondo/",637,"IPS
","224
","01/01/2019
",71.4285714285714
"638","EFECTOS DEL PENSAMIENTO UNICO","MUOZ LOPEZ, ANGEL","15480.00","https://cuspide.com/producto/efectos-del-pensamiento-unico/",638,"DIAZ DE SANTOS
","274
","01/01/2010
",56.4963503649635
"639","ESCUELA DE DESARROLLO DE HABITOS","DIAZ LEONARDO, SANDRA; GARCIA ...","18852.00","https://cuspide.com/producto/escuela-de-desarrollo-de-habitos/",639,"DIAZ DE SANTOS
","232
","01/01/2008
",81.2586206896552
"640","EL TRABAJO : ENTRE LO PUBLICO, LO PRIVADO Y LO INTIMO","WLOSKO, MIRIAM","30000.00","https://cuspide.com/producto/el-trabajo-entre-lo-publico-lo-privado-y-lo-intimo/",640,"EDUNLA
","10
","01/01/2021
",3000
"641","TOCAMOS LAS TROMPETAS ?","FERNANDEZ ISOIRD, CARLOS","15480.00","https://cuspide.com/producto/tocamos-las-trompetas/",641,"DIAZ DE SANTOS
","264
","01/01/2008
",58.6363636363636
"642","GANARSE EL PUESTO","RUBIO, ANGELES","16689.00","https://cuspide.com/producto/ganarse-el-puesto/",642,"DIAZ DE SANTOS
","144
","01/01/2008
",115.895833333333
"643","LA VENTA DE SI MISMO","PUCHOL, LUIS","15480.00","https://cuspide.com/producto/la-venta-de-si-mismo/",643,"DIAZ DE SANTOS
","312
","01/01/1997
",49.6153846153846
"644","INGENIERIA DE ORGANIZACION","CORTES ACHEDAD, PABLO; ONIEVA ...","25194.00","https://cuspide.com/producto/ingenieria-de-organizacion/",644,"DIAZ DE SANTOS
","376
","01/01/2008
",67.0053191489362
"645","LA ECONOMIA ARGENTINA EN SU LABERINTO","MERCATANTE, ESTEBAN","16100.00","https://cuspide.com/producto/la-economia-argentina-en-su-laberinto/",645,"JORGE WALDHUTER
","264
","01/01/2015
",60.9848484848485
"646","TALENTO TECNOLOGIA Y TIEMPO","GOI ZABALA, JUAN JOSE","28830.00","https://cuspide.com/producto/talento-tecnologia-y-tiempo/",646,"DIAZ DE SANTOS
","784
","01/01/2008
",36.7729591836735
"647","COMUNICAC EFICAZ CON LA CLIENTELA",NA,"15480.00","https://cuspide.com/producto/comunicac-eficaz-con-la-clientela/",647,"DIAZ DE SANTOS
","240
","01/01/1997
",64.5
"648","DESDE LA OTRA ORILLA","CASTELLANOS, FEDERICO; RODRIGU...","15480.00","https://cuspide.com/producto/desde-la-otra-orilla/",648,"DIAZ DE SANTOS
","236
","01/01/2007
",65.593220338983
"649","LA VENTAJA COMPETITIVA",NA,"15480.00","https://cuspide.com/producto/la-ventaja-competitiva/",649,"DIAZ DE SANTOS
","238
","01/01/1997
",65.0420168067227
"650","EL DIRECTIVO FELIZ","HERREROS DE LAS CUEVAS, CARLOS","15480.00","https://cuspide.com/producto/el-directivo-feliz/",650,"DIAZ DE SANTOS
","280
","01/01/2007
",55.2857142857143
"651","LA PASION DE MEJORAR","IBARZABAL, EUGENIO","15480.00","https://cuspide.com/producto/la-pasion-de-mejorar/",651,"DIAZ DE SANTOS
","204
","01/01/1998
",75.8823529411765
"652","MEMORIA DEL FUTURO","IGLESIAS, FERNANDO; LINARES, A...","15480.00","https://cuspide.com/producto/memoria-del-futuro/",652,"DIAZ DE SANTOS
","144
","01/01/2007
",107.5
"653","MARKETING PARA SERES HUMANOS","MORENO, MARIA; OPPENHEIMER, MA...","18852.00","https://cuspide.com/producto/marketing-para-seres-humanos/",653,"DIAZ DE SANTOS
","270
","01/01/2007
",69.8222222222222
"654","METODOLOGIAS AVANZADAS PARA LA PLANIFICACION Y MEJORA","MEMBRADO MARTINEZ, JOAQUIN","15480.00","https://cuspide.com/producto/metodologias-avanzadas-para-la-planificacion-y-mejora/",654,"DIAZ DE SANTOS
","190
","01/01/2007
",81.4736842105263
"655","INNOVACION O EVOLUCION ?","ARBONES ORTIZ, ANGEL L.","15480.00","https://cuspide.com/producto/innovacion-o-evolucion/",655,"DIAZ DE SANTOS
","168
","01/01/2007
",92.1428571428571
"656","CONTRA EDITORIALES , RAZONES Y PASIONES","JARAMILLO, ANA","20000.00","https://cuspide.com/producto/contra-editoriales-razones-y-pasiones/",656,"EDUNLA COOPERATIVA
","344
","01/01/2019
",58.1395348837209
"657","DESCUBRIENDO CON MI COACH","FERRER CARDENES, JUAN","15480.00","https://cuspide.com/producto/descubriendo-con-mi-coach/",657,"DIAZ DE SANTOS
","126
","01/01/2007
",122.857142857143
"658","EL LIBRO DE LA VENTA DIRECTA","ONGALLO, CARLOS","28098.00","https://cuspide.com/producto/el-libro-de-la-venta-directa/",658,"DIAZ DE SANTOS
","304
","01/01/2007
",92.4276315789474
"659","2 + 2 ESTRATEGICAMENTE 6","MARTINEZ GUILLEN, MARIA DEL CA...","20688.00","https://cuspide.com/producto/2-2-estrategicamente-6/",659,"DIAZ DE SANTOS
","256
","01/01/2006
",80.8125
"660","GUIA PARA AUDITORIAS DEL SISTEMA DE GESTION DE PREVENCION DE RIESGOS LABORA","DE SALAS NESTARES, CARMEN; ARR...","15480.00","https://cuspide.com/producto/guia-para-auditorias-del-sistema-de-gestion-de-prevencion-de-riesgos-labora/",660,"DIAZ DE SANTOS
","96
","01/01/2006
",161.25
"661","FALSAS ECONOMIAS Y VERDADEROS DESPILFARROS","PUCHOL, LUIS","15480.00","https://cuspide.com/producto/falsas-economias-y-verdaderos-despilfarros/",661,"DIAZ DE SANTOS
","160
","01/01/2006
",96.75
"662","NEGOCIANDO CON UNO MISMO","MALARET, JUAN","15480.00","https://cuspide.com/producto/negociando-con-uno-mismo/",662,"DIAZ DE SANTOS
","112
","01/01/2006
",138.214285714286
"663","EL DECALOGO DE LA EXCELENCIA","MONDRIA, JESUS","16689.00","https://cuspide.com/producto/el-decalogo-de-la-excelencia/",663,"DIAZ DE SANTOS
","194
","01/01/2006
",86.0257731958763
"664","CONOCIMIENTO PARA INNOVAR","ARBONIES, ANGELES L.","20688.00","https://cuspide.com/producto/conocimiento-para-innovar/",664,"DIAZ DE SANTOS
","336
","01/01/2006
",61.5714285714286
"665","EL NEGOCIO ES EL CONOCIMIENTO","RIESCO GONZALEZ, MANUEL","23718.00","https://cuspide.com/producto/el-negocio-es-el-conocimiento/",665,"DIAZ DE SANTOS
","312
","01/01/2006
",76.0192307692308
"666","EL LIBRO PARA CONDUCIR REUNIONES CON EXITO","MUNTANE, M. D.","15480.00","https://cuspide.com/producto/el-libro-para-conducir-reuniones-con-exito/",666,"DIAZ DE SANTOS
","88
","01/01/2005
",175.909090909091
"667","APLICACIONES PRACTICAS DEL MODELO EFQM DE EXCELENCIA EN PYMES","CORMA CANOS, FRANCISCO","15480.00","https://cuspide.com/producto/aplicaciones-practicas-del-modelo-efqm-de-excelencia-en-pymes/",667,"DIAZ DE SANTOS
","176
","01/01/2005
",87.9545454545455
"668","ELABORACION DEL PLAN ESTRATEGICO Y SU IMPLANTACION A TRAVES CUADRO MANDO IN","MARTINEZ PEDROS, DANIEL; MILLA...","75399.00","https://cuspide.com/producto/elaboracion-del-plan-estrategico-y-su-implantacion-a-traves-cuadro-mando-in/",668,"DIAZ DE SANTOS
","384
","01/01/2005
",196.3515625
"669","NO ES CUESTION DE SUERTE","GOLDRATT, ELIYAHU M.","15480.00","https://cuspide.com/producto/no-es-cuestion-de-suerte-2/",669,"DIAZ DE SANTOS
","364
","01/01/1995
",42.5274725274725
"670","DIRECCION Y GESTION DE RECURSOS HUMANOS","PUCHOL, LUIS","19827.00","https://cuspide.com/producto/direccion-y-gestion-de-recursos-humanos/",670,"DIAZ DE SANTOS
","420
","01/01/2005
",47.2071428571429
"671","EL SINDROME DEL PAJAR","GOLDRATT, ELIYAHU M.","15480.00","https://cuspide.com/producto/el-sindrome-del-pajar/",671,"DIAZ DE SANTOS
","244
","01/01/1997
",63.4426229508197
"672","GRANDES MODELOS REPETIBLES","ZOOK, CHRIS","13550.00","https://cuspide.com/producto/grandes-modelos-repetibles/",672,"LID EDITORIAL ARGENTINA ( LEA )
","238
","01/01/2013
",56.9327731092437
"673","HACIA UN ESTADO SIN TRAMITES : PLAN ESTRATEGICO PARA EL GOBIERNO DIGITAL","COTTER, SEBASTIAN","17500.00","https://cuspide.com/producto/hacia-un-estado-sin-tramites-plan-estrategico-para-el-gobierno-digital/",673,"FERNANDO CEJAS
","151
","01/01/2022
",115.894039735099
"674","EL PENSAMIENTO MODERNO EN EL SIGLO XXI","BLAUM, LUIS","16000.00","https://cuspide.com/producto/el-pensamiento-moderno-en-el-siglo-xxi/",674,"FERNANDO CEJAS
","351
","01/01/2022
",45.5840455840456
"675","BUENAS HERENCIAS","BARRIOS, ALEJANDRO","11000.00","https://cuspide.com/producto/buenas-herencias/",675,"JORGE WALDHUTER
","192
","01/01/2015
",57.2916666666667
"676","LAS REGLAS DE LA VICTORIA","GIMIAN, JAMES; BOYCE, BARRY","23000.00","https://cuspide.com/producto/las-reglas-de-la-victoria/",676,"EDAF
","334
","01/01/2008
",68.8622754491018
"677","EL LIDER ZEN","WHITELAW, GINNY","38000.00","https://cuspide.com/producto/el-lider-zen/",677,"EDAF
","288
","01/01/2018
",131.944444444444
"678","COMERCIO ELECTRONICO PARA PYMES","MONTALVO, ARIEL","18000.00","https://cuspide.com/producto/comercio-electronico-para-pymes/",678,"LECTORUM – UGERMAN
","248
","01/01/2008
",72.5806451612903
"679","EL ARTE DE LA GUERRA",NA,"12900.00","https://cuspide.com/producto/el-arte-de-la-guerra-10/",679,"SERENDIPIDAD
","10
","01/01/2019
",1290
"680","NUEVAS ESTRATEGIAS PARA LA CREATIVIDAD","KASTIKA, EDUARDO","42000.00","https://cuspide.com/producto/nuevas-estrategias-para-la-creatividad/",680,"INNOVAR
","168
","01/01/2016
",250
"681","REPLAY EMPRENDER DESPUES DE LOS 40","SANDLER, ERNESTO","9000.00","https://cuspide.com/producto/replay-emprender-despues-de-los-40/",681,"MUCHO GUSTO
","10
","01/01/2023
",900
"682","100 SUGERENCIAS PARA EMPRENDER.","SANDLER, ERNESTO","10000.00","https://cuspide.com/producto/100-sugerencias-para-emprender/",682,"MUCHO GUSTO
","104
","01/01/2018
",96.1538461538462
"683","FINANZAS QUE SIRVEN O FINANZAS QUE ENGAÑAN ?","DEMBINSKI, PAUL H.","34741.00","https://cuspide.com/producto/finanzas-que-sirven-o-finanzas-que-enganan/",683,"PIRAMIDE
","240
","01/01/2010
",144.754166666667
"684","EL ESTADO TERMINATOR","SANDLER, ERNESTO","9000.00","https://cuspide.com/producto/el-estado-terminator/",684,"MUCHO GUSTO
","388
","01/01/2014
",23.1958762886598
"685","MALOS HABITOS DEL EMPRESARIO","SANDLER, ERNESTO","9000.00","https://cuspide.com/producto/malos-habitos-del-empresario/",685,"MUCHO GUSTO
","416
","01/01/2013
",21.6346153846154
"686","ECONOMIA SIN BARRERAS","SANDLER, ERNESTO","9000.00","https://cuspide.com/producto/economia-sin-barreras/",686,"MUCHO GUSTO
","444
","01/01/2012
",20.2702702702703
"687","LA NUEVA DIRECCION DE PERSONAS","GASALLA, JOSE MARIA","23400.00","https://cuspide.com/producto/la-nueva-direccion-de-personas/",687,"PIRAMIDE
","300
","01/01/2009
",78
"688","ARGENTINOS , LAS SOCIEDADES OFF SHORE , LOS PANAMALOS Y PARADISE PAPERS","NISSEN, RICARDO","12000.00","https://cuspide.com/producto/argentinos-las-sociedades-off-shore-los-panamalos-y-paradise-papers/",688,"UNIV. NAC. DE LANUS
","140
","01/01/2019
",85.7142857142857
"689","COACHING",NA,"39000.00","https://cuspide.com/producto/coaching-3/",689,"PIRAMIDE
","10
","01/01/2008
",3900
"690","BRUJULA DIRECTIVA : 25 HORIZONTES","SUEIRO VILLAFRANCA, ENRIQUE","39110.50","https://cuspide.com/producto/brujula-directiva-25-horizontes/",690,"EUNSA
","398
","01/01/2022
",98.2675879396985
"691","EL MEDITERRANEO EN LA ENCRUCIJADA DEL NUEVO MILENIO","MARTINEZ, ANGEL","23400.00","https://cuspide.com/producto/el-mediterraneo-en-la-encrucijada-del-nuevo-milenio/",691,"PIRAMIDE
","232
","01/01/2000
",100.862068965517
"692","COMMUNITY MANAGEMENT","BRUNETTA, HUGO","11790.00","https://cuspide.com/producto/community-management/",692,"FOX ANDINA
","192
","01/01/2012
",61.40625
"693","FUNDAMENTOS DE LA DIRECCION ESTRATEGICA","RODRIGUEZ CARRASCO, JOSE MANUE...","23400.00","https://cuspide.com/producto/fundamentos-de-la-direccion-estrategica/",693,"PIRAMIDE
","496
","01/01/1998
",47.1774193548387
"694","LAS OPERACIONES EN LA ESTRATEGIA EMPRESARIAL","MONFORTE, MANFREDO","23400.00","https://cuspide.com/producto/las-operaciones-en-la-estrategia-empresarial/",694,"PIRAMIDE
","352
","01/01/1998
",66.4772727272727
"695","MARKETING Y TECNOLOGIA",NA,"23400.00","https://cuspide.com/producto/marketing-y-tecnologia/",695,"PIRAMIDE
","384
","01/01/1996
",60.9375
"696","SER EJEMPLO","MILANS DEL BOSCH, BORJA","27317.00","https://cuspide.com/producto/ser-ejemplo/",696,"EUNSA
","176
","01/01/2022
",155.210227272727
"697","DIRECCION Y CONTABILIDAD FINANCIERA","PEREIRA, FERNANDO","42974.50","https://cuspide.com/producto/direccion-y-contabilidad-financiera/",697,"EUNSA
","10
","01/01/2022
",4297.45
"698","MARKETING ESTRATEGICO","VILLANUEVA, JULIAN","78187.00","https://cuspide.com/producto/marketing-estrategico/",698,"EUNSA
","460
","01/01/2022
",169.971739130435
"699","CREACION DE EMPRESAS DE MODA","PEGO REIGOSA, GUSTAVO","33264.00","https://cuspide.com/producto/creacion-de-empresas-de-moda/",699,"EUNSA
","202
","01/01/2022
",164.673267326733
"700","GESTION DE LA COMUNICACION INTERNA EN LAS ORGANIZACIONES","POZO LITE, MARISA DEL","29299.00","https://cuspide.com/producto/gestion-de-la-comunicacion-interna-en-las-organizaciones/",700,"EUNSA
","162
","01/01/2022
",180.858024691358
"701","ECONOMIA BASICA PARA COMUNICADORES","VARA, ALFONSO","39110.50","https://cuspide.com/producto/economia-basica-para-comunicadores/",701,"EUNSA
","264
","01/01/2022
",148.145833333333
"702","GESTION DE PROTOCOLO","CABERO SOTO, CRISTINA","30912.00","https://cuspide.com/producto/gestion-de-protocolo/",702,"PARANINFO
","10
","01/01/2014
",3091.2
"703","GESTION DE RECURSOS HUMANOS EN EMPRESAS TURISTICAS","GARCIA ISA, ISABEL","46401.50","https://cuspide.com/producto/gestion-de-recursos-humanos-en-empresas-turisticas/",703,"PARANINFO
","10
","01/01/2014
",4640.15
"704","ELEMENTOS DE ESTADISTICA DE NO EQUILIBRIO Y SUS APLICACIONES AL TRANSPORTE","CACERES, MANUEL O.","49140.00","https://cuspide.com/producto/elementos-de-estadistica-de-no-equilibrio-y-sus-aplicaciones-al-transporte/",704,"REVERTE
","366
","01/01/2003
",134.262295081967
"705","CEO  TE ATREVES ?","TOMEO FONCUBERTA, TOMAS","49144.50","https://cuspide.com/producto/ceo-te-atreves/",705,"OMEGA
","10
","01/01/2013
",4914.45
"706","COMERCIO INTERNACIONAL","FEENSTRA, ROBERT C.","90720.00","https://cuspide.com/producto/comercio-internacional-2/",706,"REVERTE
","522
","01/01/2017
",173.793103448276
"707","INTRODUCCION A LA ECONOMIA ECOLOGICA","COMMON, MICHAEL","126252.00","https://cuspide.com/producto/introduccion-a-la-economia-ecologica-2/",707,"REVERTE
","562
","01/01/2008
",224.64768683274
"708","MACROECONOMIA INTERNACIONAL","FEENSTRA, ROBERT C.; TAYLOR, A...","90720.00","https://cuspide.com/producto/macroeconomia-internacional/",708,"REVERTE
","540
","01/01/2011
",168
"709","FUNDAMENTOS DE ECONOMIA","KRUGMAN, PAUL","60140.00","https://cuspide.com/producto/fundamentos-de-economia-4/",709,"REVERTE
","10
","01/01/2014
",6014
"710","PREVENCION DE RIESGOS LABORALES Y AMBIENTALES","RODRIGUEZ RAMOS, MARIA JOSE","48297.50","https://cuspide.com/producto/prevencion-de-riesgos-laborales-y-ambientales/",710,"TECNOS
","10
","01/01/2007
",4829.75
"711","INTRODUCCION A LA ECONOMIA ECOLOGICA","COMMON, MICHAEL; STAGL, SIGRID","126252.00","https://cuspide.com/producto/introduccion-a-la-economia-ecologica/",711,"REVERTE
","592
","01/01/2008
",213.263513513514
"712","INTERNET MARKETING 2.0","DE GABRIEL I EROLES, JOSEP-LLU...","41655.50","https://cuspide.com/producto/internet-marketing-2-0/",712,"REVERTE
","248
","01/01/2010
",167.965725806452
"713","FUNDAMENTOS DE ECONOMIA","KRUGMAN, PAUL; OLNEY, MARTHA L...","71895.50","https://cuspide.com/producto/fundamentos-de-economia-3/",713,"REVERTE
","554
","01/01/2008
",129.775270758123
"714","PLANES DE AUTOPROTECCION  GUIA BASICA PARA SU ELABORACION","GARRIDO MORENO, MANUEL J.","30945.50","https://cuspide.com/producto/planes-de-autoproteccion-guia-basica-para-su-elaboracion/",714,"PARANINFO
","10
","01/01/2014
",3094.55
"715","CRIMENES INSTITUCIONALES Y PECADOS ECONOMICOS","CABALLERO, ALICIA","17500.00","https://cuspide.com/producto/crimenes-institucionales-y-pecados-economicos/",715,"EDUCA
","456
","01/01/2007
",38.3771929824561
